start,end,length_steps,duration_minutes
2025-04-28 11:30:00+00:00,2025-04-28 13:10:00+00:00,11,110.0
2025-04-29 10:50:00+00:00,2025-04-29 16:50:00+00:00,37,370.0
2025-04-30 11:30:00+00:00,2025-04-30 16:10:00+00:00,29,290.0
2025-05-01 11:30:00+00:00,2025-05-01 17:40:00+00:00,38,380.0
2025-05-02 11:10:00+00:00,2025-05-02 18:00:00+00:00,42,420.0
2025-05-03 10:30:00+00:00,2025-05-03 15:50:00+00:00,33,330.0
2025-05-04 11:00:00+00:00,2025-05-04 15:40:00+00:00,29,290.0
2025-05-05 11:50:00+00:00,2025-05-05 16:50:00+00:00,31,310.0
2025-05-06 09:20:00+00:00,2025-05-06 13:20:00+00:00,25,250.0
2025-05-07 12:50:00+00:00,2025-05-07 18:00:00+00:00,32,320.0
2025-05-08 12:30:00+00:00,2025-05-08 16:30:00+00:00,25,250.0
2025-05-09 11:30:00+00:00,2025-05-09 18:10:00+00:00,41,410.0
2025-05-10 10:40:00+00:00,2025-05-10 17:20:00+00:00,41,410.0
2025-05-11 11:00:00+00:00,2025-05-11 17:30:00+00:00,40,400.0
2025-05-12 11:40:00+00:00,2025-05-12 12:40:00+00:00,7,70.0
2025-05-13 11:50:00+00:00,2025-05-13 18:00:00+00:00,38,380.0
2025-05-14 10:20:00+00:00,2025-05-14 18:00:00+00:00,47,470.0
2025-05-15 10:30:00+00:00,2025-05-15 17:20:00+00:00,42,420.0
2025-05-16 11:40:00+00:00,2025-05-16 17:10:00+00:00,34,340.0
2025-05-17 12:10:00+00:00,2025-05-17 18:10:00+00:00,37,370.0
2025-05-18 11:30:00+00:00,2025-05-18 13:40:00+00:00,14,140.0
2025-05-19 11:50:00+00:00,2025-05-19 17:20:00+00:00,34,340.0
2025-05-20 11:30:00+00:00,2025-05-20 15:30:00+00:00,25,250.0
2025-05-21 11:10:00+00:00,2025-05-21 17:50:00+00:00,41,410.0
2025-05-22 11:20:00+00:00,2025-05-22 12:40:00+00:00,9,90.0
2025-05-23 12:50:00+00:00,2025-05-23 14:50:00+00:00,13,130.0
2025-05-24 11:30:00+00:00,2025-05-24 14:00:00+00:00,16,160.0
2025-05-25 11:20:00+00:00,2025-05-25 17:40:00+00:00,39,390.0
2025-05-26 10:00:00+00:00,2025-05-26 15:40:00+00:00,35,350.0
2025-05-27 11:10:00+00:00,2025-05-27 15:40:00+00:00,28,280.0
2025-05-28 13:50:00+00:00,2025-05-28 17:20:00+00:00,22,220.0
2025-05-29 11:40:00+00:00,2025-05-29 17:30:00+00:00,36,360.0
2025-05-30 11:20:00+00:00,2025-05-30 17:30:00+00:00,38,380.0
2025-05-31 11:20:00+00:00,2025-05-31 13:40:00+00:00,15,150.0
2025-06-03 09:20:00+00:00,2025-06-03 18:10:00+00:00,54,540.0
2025-06-04 14:10:00+00:00,2025-06-04 15:30:00+00:00,9,90.0
2025-06-05 11:10:00+00:00,2025-06-05 16:20:00+00:00,32,320.0
2025-06-06 14:00:00+00:00,2025-06-06 16:00:00+00:00,13,130.0
2025-06-08 11:10:00+00:00,2025-06-08 13:00:00+00:00,12,120.0
2025-06-09 11:10:00+00:00,2025-06-09 11:50:00+00:00,5,50.0
2025-06-10 11:30:00+00:00,2025-06-10 17:50:00+00:00,39,390.0
2025-06-11 11:10:00+00:00,2025-06-11 16:40:00+00:00,34,340.0
2025-06-12 11:20:00+00:00,2025-06-12 11:50:00+00:00,4,40.0
2025-06-13 11:30:00+00:00,2025-06-13 18:20:00+00:00,42,420.0
2025-06-14 11:20:00+00:00,2025-06-14 18:00:00+00:00,41,410.0
2025-06-15 15:30:00+00:00,2025-06-15 18:10:00+00:00,17,170.0
2025-06-16 11:40:00+00:00,2025-06-16 16:50:00+00:00,32,320.0
2025-06-17 11:20:00+00:00,2025-06-17 14:10:00+00:00,18,180.0
2025-06-18 11:30:00+00:00,2025-06-18 18:50:00+00:00,45,450.0
2025-06-19 11:40:00+00:00,2025-06-19 18:30:00+00:00,42,420.0
2025-06-20 11:30:00+00:00,2025-06-20 13:50:00+00:00,15,150.0
2025-06-22 11:50:00+00:00,2025-06-22 16:10:00+00:00,27,270.0
2025-06-23 17:10:00+00:00,2025-06-23 17:10:00+00:00,1,10.0
2025-06-24 11:20:00+00:00,2025-06-24 14:20:00+00:00,19,190.0
2025-06-25 11:20:00+00:00,2025-06-25 18:30:00+00:00,44,440.0
2025-06-26 11:10:00+00:00,2025-06-26 16:00:00+00:00,30,300.0
2025-06-27 13:50:00+00:00,2025-06-27 18:20:00+00:00,28,280.0
2025-06-28 11:30:00+00:00,2025-06-28 17:40:00+00:00,38,380.0
2025-06-29 11:30:00+00:00,2025-06-29 15:30:00+00:00,25,250.0
2025-06-30 11:50:00+00:00,2025-06-30 16:20:00+00:00,28,280.0
2025-07-01 11:10:00+00:00,2025-07-01 15:50:00+00:00,29,290.0
2025-07-02 11:00:00+00:00,2025-07-02 18:10:00+00:00,44,440.0
2025-07-03 13:00:00+00:00,2025-07-03 15:30:00+00:00,16,160.0
2025-07-04 09:20:00+00:00,2025-07-04 16:30:00+00:00,44,440.0
2025-07-05 11:30:00+00:00,2025-07-05 18:30:00+00:00,43,430.0
2025-07-07 12:50:00+00:00,2025-07-07 13:10:00+00:00,3,30.0
2025-07-09 17:50:00+00:00,2025-07-09 18:50:00+00:00,7,70.0
2025-07-10 11:40:00+00:00,2025-07-10 18:10:00+00:00,40,400.0
2025-07-11 14:10:00+00:00,2025-07-11 18:30:00+00:00,27,270.0
2025-07-12 11:30:00+00:00,2025-07-12 18:20:00+00:00,42,420.0
2025-07-13 15:40:00+00:00,2025-07-13 18:40:00+00:00,19,190.0
2025-07-15 11:30:00+00:00,2025-07-15 16:00:00+00:00,28,280.0
2025-07-16 12:00:00+00:00,2025-07-16 16:00:00+00:00,25,250.0
2025-07-17 11:40:00+00:00,2025-07-17 18:00:00+00:00,39,390.0
2025-07-19 11:30:00+00:00,2025-07-19 17:20:00+00:00,36,360.0
2025-07-20 11:30:00+00:00,2025-07-20 13:30:00+00:00,13,130.0
2025-07-22 14:20:00+00:00,2025-07-22 15:20:00+00:00,7,70.0
2025-07-23 12:20:00+00:00,2025-07-23 18:20:00+00:00,37,370.0
2025-07-25 11:30:00+00:00,2025-07-25 17:30:00+00:00,37,370.0
2025-07-26 14:00:00+00:00,2025-07-26 17:50:00+00:00,24,240.0
2025-07-28 11:10:00+00:00,2025-07-28 18:10:00+00:00,43,430.0
2025-07-29 11:50:00+00:00,2025-07-29 17:10:00+00:00,33,330.0
2025-07-30 14:20:00+00:00,2025-07-30 15:00:00+00:00,5,50.0
2025-07-31 13:20:00+00:00,2025-07-31 17:20:00+00:00,25,250.0
2025-08-03 07:50:00+00:00,2025-08-03 07:50:00+00:00,1,10.0
2025-08-03 15:50:00+00:00,2025-08-03 18:20:00+00:00,16,160.0
2025-08-04 13:20:00+00:00,2025-08-04 16:10:00+00:00,18,180.0
2025-08-05 09:30:00+00:00,2025-08-05 10:40:00+00:00,8,80.0
2025-08-07 11:30:00+00:00,2025-08-07 15:20:00+00:00,24,240.0
2025-08-08 11:10:00+00:00,2025-08-08 18:00:00+00:00,42,420.0
2025-08-09 14:30:00+00:00,2025-08-09 15:30:00+00:00,7,70.0
2025-08-10 11:20:00+00:00,2025-08-10 17:00:00+00:00,35,350.0
2025-08-11 11:40:00+00:00,2025-08-11 16:10:00+00:00,28,280.0
2025-08-12 11:20:00+00:00,2025-08-12 14:30:00+00:00,20,200.0
2025-08-13 11:00:00+00:00,2025-08-13 14:50:00+00:00,24,240.0
2025-08-14 11:20:00+00:00,2025-08-14 13:50:00+00:00,16,160.0
2025-08-15 06:30:00+00:00,2025-08-15 17:10:00+00:00,65,650.0
2025-08-16 12:20:00+00:00,2025-08-16 18:00:00+00:00,35,350.0
2025-08-17 11:30:00+00:00,2025-08-17 13:50:00+00:00,15,150.0
2025-08-18 10:40:00+00:00,2025-08-18 15:20:00+00:00,29,290.0
2025-08-19 11:30:00+00:00,2025-08-19 14:10:00+00:00,17,170.0
2025-08-20 08:30:00+00:00,2025-08-20 16:30:00+00:00,49,490.0
2025-08-21 11:50:00+00:00,2025-08-21 17:50:00+00:00,37,370.0
2025-08-22 12:30:00+00:00,2025-08-22 15:40:00+00:00,20,200.0
2025-08-24 11:20:00+00:00,2025-08-24 16:00:00+00:00,29,290.0
2025-08-25 11:50:00+00:00,2025-08-25 16:00:00+00:00,26,260.0
2025-08-26 12:10:00+00:00,2025-08-26 16:00:00+00:00,24,240.0
2025-08-27 10:00:00+00:00,2025-08-27 15:40:00+00:00,35,350.0
2025-08-30 07:50:00+00:00,2025-08-30 08:10:00+00:00,3,30.0
2025-08-31 14:00:00+00:00,2025-08-31 16:30:00+00:00,16,160.0
2025-09-01 12:50:00+00:00,2025-09-01 17:00:00+00:00,26,260.0
2025-09-02 12:30:00+00:00,2025-09-02 16:30:00+00:00,25,250.0
2025-09-03 12:30:00+00:00,2025-09-03 16:20:00+00:00,24,240.0
2025-09-04 11:50:00+00:00,2025-09-04 16:20:00+00:00,28,280.0
2025-09-06 11:30:00+00:00,2025-09-06 12:20:00+00:00,6,60.0
2025-09-07 10:10:00+00:00,2025-09-07 16:50:00+00:00,41,410.0
2025-09-08 12:20:00+00:00,2025-09-08 14:00:00+00:00,11,110.0
2025-09-09 09:40:00+00:00,2025-09-09 12:20:00+00:00,17,170.0
2025-09-09 18:40:00+00:00,2025-09-10 17:20:00+00:00,137,1370.0
2025-09-11 12:30:00+00:00,2025-09-11 16:30:00+00:00,25,250.0
2025-09-12 11:40:00+00:00,2025-09-12 17:10:00+00:00,34,340.0
2025-09-13 12:00:00+00:00,2025-09-13 17:00:00+00:00,31,310.0
2025-09-14 12:40:00+00:00,2025-09-14 17:10:00+00:00,28,280.0
2025-09-15 12:40:00+00:00,2025-09-15 16:40:00+00:00,25,250.0
2025-09-16 11:50:00+00:00,2025-09-16 17:00:00+00:00,32,320.0
2025-09-17 11:40:00+00:00,2025-09-17 16:50:00+00:00,32,320.0
2025-09-18 11:50:00+00:00,2025-09-18 16:40:00+00:00,30,300.0
2025-09-19 12:00:00+00:00,2025-09-19 12:50:00+00:00,6,60.0
2025-09-20 12:10:00+00:00,2025-09-20 13:50:00+00:00,11,110.0
2025-09-21 07:40:00+00:00,2025-09-21 14:30:00+00:00,42,420.0
2025-09-22 04:40:00+00:00,2025-09-22 10:10:00+00:00,34,340.0
2025-09-23 04:50:00+00:00,2025-09-23 15:50:00+00:00,67,670.0
2025-09-24 11:50:00+00:00,2025-09-24 12:30:00+00:00,5,50.0
2025-09-25 06:00:00+00:00,2025-09-25 12:30:00+00:00,40,400.0
2025-09-26 05:40:00+00:00,2025-09-26 12:00:00+00:00,39,390.0
2025-09-28 08:20:00+00:00,2025-09-28 12:10:00+00:00,24,240.0
2025-09-29 13:40:00+00:00,2025-09-29 15:20:00+00:00,11,110.0
2025-09-30 06:20:00+00:00,2025-09-30 07:20:00+00:00,7,70.0
