start,end,length_steps,duration_minutes
2024-03-13 11:20:00+00:00,2024-03-13 11:20:00+00:00,1,10.0
2024-03-13 12:30:00+00:00,2024-03-13 12:30:00+00:00,1,10.0
2024-03-13 13:20:00+00:00,2024-03-13 13:20:00+00:00,1,10.0
2024-03-13 13:40:00+00:00,2024-03-13 13:40:00+00:00,1,10.0
2024-03-13 14:10:00+00:00,2024-03-13 14:10:00+00:00,1,10.0
2024-03-13 14:50:00+00:00,2024-03-13 14:50:00+00:00,1,10.0
2024-03-13 15:10:00+00:00,2024-03-13 15:10:00+00:00,1,10.0
2024-03-13 15:30:00+00:00,2024-03-13 15:30:00+00:00,1,10.0
2024-03-13 15:50:00+00:00,2024-03-13 16:10:00+00:00,3,30.0
2024-03-13 16:30:00+00:00,2024-03-14 06:40:00+00:00,86,860.0
2024-03-14 07:00:00+00:00,2024-03-14 07:00:00+00:00,1,10.0
2024-03-14 07:20:00+00:00,2024-03-14 07:20:00+00:00,1,10.0
2024-03-14 07:40:00+00:00,2024-03-14 07:40:00+00:00,1,10.0
2024-03-14 14:50:00+00:00,2024-03-14 14:50:00+00:00,1,10.0
2024-03-14 15:10:00+00:00,2024-03-14 15:20:00+00:00,2,20.0
2024-03-14 15:40:00+00:00,2024-03-14 16:00:00+00:00,3,30.0
2024-03-14 16:20:00+00:00,2024-03-15 06:20:00+00:00,85,850.0
2024-03-15 07:10:00+00:00,2024-03-15 07:30:00+00:00,3,30.0
2024-03-15 07:50:00+00:00,2024-03-15 08:00:00+00:00,2,20.0
2024-03-15 08:40:00+00:00,2024-03-15 08:40:00+00:00,1,10.0
2024-03-15 09:00:00+00:00,2024-03-15 09:00:00+00:00,1,10.0
2024-03-15 09:20:00+00:00,2024-03-15 09:20:00+00:00,1,10.0
2024-03-15 09:40:00+00:00,2024-03-15 09:40:00+00:00,1,10.0
2024-03-15 10:00:00+00:00,2024-03-15 10:00:00+00:00,1,10.0
2024-03-15 10:40:00+00:00,2024-03-15 10:40:00+00:00,1,10.0
2024-03-15 11:20:00+00:00,2024-03-15 11:20:00+00:00,1,10.0
2024-03-15 11:40:00+00:00,2024-03-15 11:40:00+00:00,1,10.0
2024-03-15 12:10:00+00:00,2024-03-15 12:10:00+00:00,1,10.0
2024-03-15 13:10:00+00:00,2024-03-15 13:10:00+00:00,1,10.0
2024-03-15 14:10:00+00:00,2024-03-15 14:10:00+00:00,1,10.0
2024-03-15 15:10:00+00:00,2024-03-15 15:10:00+00:00,1,10.0
2024-03-15 15:30:00+00:00,2024-03-15 15:40:00+00:00,2,20.0
2024-03-15 16:00:00+00:00,2024-03-15 16:00:00+00:00,1,10.0
2024-03-15 16:30:00+00:00,2024-03-16 06:40:00+00:00,86,860.0
2024-03-16 07:00:00+00:00,2024-03-16 07:00:00+00:00,1,10.0
2024-03-16 07:20:00+00:00,2024-03-16 07:20:00+00:00,1,10.0
2024-03-16 09:20:00+00:00,2024-03-16 09:20:00+00:00,1,10.0
2024-03-16 10:10:00+00:00,2024-03-16 10:10:00+00:00,1,10.0
2024-03-16 13:50:00+00:00,2024-03-16 13:50:00+00:00,1,10.0
2024-03-16 14:10:00+00:00,2024-03-16 14:10:00+00:00,1,10.0
2024-03-16 15:40:00+00:00,2024-03-16 15:40:00+00:00,1,10.0
2024-03-16 16:00:00+00:00,2024-03-16 16:00:00+00:00,1,10.0
2024-03-16 16:20:00+00:00,2024-03-16 16:20:00+00:00,1,10.0
2024-03-16 16:50:00+00:00,2024-03-17 06:20:00+00:00,82,820.0
2024-03-17 06:40:00+00:00,2024-03-17 06:40:00+00:00,1,10.0
2024-03-17 15:30:00+00:00,2024-03-17 15:30:00+00:00,1,10.0
2024-03-17 16:00:00+00:00,2024-03-17 16:00:00+00:00,1,10.0
2024-03-17 16:40:00+00:00,2024-03-18 07:10:00+00:00,88,880.0
2024-03-18 07:30:00+00:00,2024-03-18 07:40:00+00:00,2,20.0
2024-03-18 08:00:00+00:00,2024-03-18 08:00:00+00:00,1,10.0
2024-03-18 08:20:00+00:00,2024-03-18 08:20:00+00:00,1,10.0
2024-03-18 08:40:00+00:00,2024-03-18 08:40:00+00:00,1,10.0
2024-03-18 14:10:00+00:00,2024-03-18 14:10:00+00:00,1,10.0
2024-03-18 14:30:00+00:00,2024-03-18 14:30:00+00:00,1,10.0
2024-03-18 15:10:00+00:00,2024-03-18 15:10:00+00:00,1,10.0
2024-03-18 16:20:00+00:00,2024-03-18 16:30:00+00:00,2,20.0
2024-03-18 16:50:00+00:00,2024-03-19 07:00:00+00:00,86,860.0
2024-03-19 07:20:00+00:00,2024-03-19 07:30:00+00:00,2,20.0
2024-03-19 07:50:00+00:00,2024-03-19 07:50:00+00:00,1,10.0
2024-03-19 08:40:00+00:00,2024-03-19 08:50:00+00:00,2,20.0
2024-03-19 09:10:00+00:00,2024-03-19 09:10:00+00:00,1,10.0
2024-03-19 15:10:00+00:00,2024-03-19 15:10:00+00:00,1,10.0
2024-03-19 15:40:00+00:00,2024-03-19 15:40:00+00:00,1,10.0
2024-03-19 16:00:00+00:00,2024-03-19 16:00:00+00:00,1,10.0
2024-03-19 16:20:00+00:00,2024-03-19 16:40:00+00:00,3,30.0
2024-03-19 17:00:00+00:00,2024-03-20 06:10:00+00:00,80,800.0
2024-03-20 14:10:00+00:00,2024-03-20 14:10:00+00:00,1,10.0
2024-03-20 15:40:00+00:00,2024-03-20 15:40:00+00:00,1,10.0
2024-03-20 16:10:00+00:00,2024-03-20 16:20:00+00:00,2,20.0
2024-03-20 16:40:00+00:00,2024-03-21 06:20:00+00:00,83,830.0
2024-03-21 06:40:00+00:00,2024-03-21 06:40:00+00:00,1,10.0
2024-03-21 07:00:00+00:00,2024-03-21 07:00:00+00:00,1,10.0
2024-03-21 15:20:00+00:00,2024-03-21 15:20:00+00:00,1,10.0
2024-03-21 16:10:00+00:00,2024-03-21 16:10:00+00:00,1,10.0
